Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percentage,Sales_Amount,Order_Date,City,Segment,Net_Profit_Loss
2516,Ashley Martin,Jeans,Ripped Denim,1,1927.87,0,1927.87,17-06-2025,Delhi,B2B,-876.36
2518,Selena Johnson,Shoes,Boots,6,773.28,0,4639.68,28-03-2025,Pune,OTHERS,608.25
2522,Russell King,Dresses,Wrap Dress,4,2847.02,0.57,4896.87,02-09-2023,Pune,OTHERS,1592.04
2531,Ricky Nelson,T-Shirts,Graphic Tee,2,816.33,0,1632.66,12-12-2024,Mumbai,B2C,868.11
2543,Kevin Allison,T-Shirts,Classic Tee,4,3501.9,0,14007.6,22-10-2023,Hyderabad,OTHERS,1747.96
2546,Traci Jennings,T-Shirts,Classic Tee,1,3574.54,0,3574.54,09-08-2024,Mumbai,B2C,-305.77
2549,Colin Osborne,Dresses,Wrap Dress,6,2319.23,0,13915.38,17-01-2025,Ahmedabad,B2C,-854.91
2550,Anthony Love,Jackets,Leather Jacket,1,1463.64,0,1463.64,30-04-2025,Hyderabad,B2C,1667.2
2566,Raymond Mcdonald,T-Shirts,Crop Top,1,4482.08,0,4482.08,04-08-2024,Bengaluru,OTHERS,464.92
1013,Tamara Hopkins,Shoes,Sneakers,6,2355.28,0,14131.68,17-01-2025,Ahmedabad,OTHERS,330.11
2571,Julie Grant,Dresses,Wrap Dress,2,3061.98,0,6123.96,05-07-2025,Ahmedabad,OTHERS,2553.09
2575,James Thompson,Shoes,Sneakers,2,2714.78,0.42,3149.14,08-05-2025,Ahmedabad,B2B,1220.49
2577,Brian Young,Jeans,Straight Cut,1,609.06,0.17,505.52,01-11-2024,Ahmedabad,B2C,110.23
2600,Kristie Williams,Shoes,Boots,5,4832.16,0,24160.8,20-09-2024,Pune,B2B,1707.66
2604,Angela Wiggins,Shoes,Boots,1,2171.22,0,2171.22,29-05-2025,Bengaluru,B2B,2595.22
2605,Diana Buchanan,Dresses,Casual Midi,1,1636.26,0.94,98.18,10-01-2025,Hyderabad,OTHERS,615.81
2610,Amanda Wolf,T-Shirts,Oversized T-shirt,5,1606.99,0,8034.95,23-12-2023,Ahmedabad,B2C,1743.11
2631,James Soto,Accessories,Watches,2,1753.02,0.23,2699.65,20-01-2025,Pune,OTHERS,-766.47
2636,Amy Riley,Dresses,Wrap Dress,3,1006.98,0,3020.94,13-08-2023,Mumbai,B2B,1576.71
2638,Sharon Reed,Jackets,Leather Jacket,6,2012.14,0,12072.84,17-12-2024,Delhi,B2B,3.53
2640,Richard Lopez,Jackets,Leather Jacket,6,4720.23,0.69,8779.63,29-12-2023,Ahmedabad,B2B,2243.09
2642,Andrew Sharp,Jackets,Bomber Jacket,1,1043.58,0,1043.58,08-07-2025,Hyderabad,B2B,1206.72
2649,Melissa Flowers,Accessories,Sunglasses,3,3838.55,0.91,1036.41,31-07-2024,Pune,B2C,2380.44
2662,Joshua Warren,T-Shirts,Crop Top,1,2718.51,0,2718.51,03-07-2025,Pune,B2C,903.59
2663,Jeff Holland,Accessories,Sunglasses,2,2212.25,0.35,2875.93,06-11-2024,Mumbai,B2C,2992.12
2681,Jennifer Vargas,Jackets,Denim Jacket,1,4770.92,0,4770.92,24-10-2023,Pune,B2B,433.04
2689,Kendra James MD,Accessories,Caps,4,4777.51,0,19110.04,13-11-2024,Hyderabad,OTHERS,-204.04
2701,Crystal Campbell,Accessories,Watches,1,2085.92,0,2085.92,12-01-2025,Bengaluru,B2C,1301.37
2708,Benjamin Hicks,Accessories,Belts,4,4882.69,0,19530.76,30-12-2024,Mumbai,B2B,2658.6
2718,Lawrence Turner,Jeans,Slim Fit Jeans,3,909.31,0,2727.93,05-04-2025,Pune,OTHERS,1389.16
2731,David Hawkins,Jackets,Puffer Coat,1,1635.12,0,1635.12,16-07-2025,Mumbai,B2B,-526.88
2739,Brianna Little,Shoes,Boots,4,4316.85,0,17267.4,08-12-2023,Ahmedabad,OTHERS,2259.3
2745,Robert Gray,Jeans,Slim Fit Jeans,1,869.82,0,869.82,24-07-2024,Bengaluru,B2C,737.77
2747,Rebekah Wolf,T-Shirts,Graphic Tee,1,1369.29,0,1369.29,19-05-2025,Mumbai,B2C,325.08
2748,Laura Hernandez,Accessories,Watches,4,3977.88,0,15911.52,13-01-2025,Ahmedabad,B2C,2431.13
2757,Stephanie Jensen,Accessories,Caps,3,4923.95,0,14771.85,17-05-2025,Pune,B2B,794.65
2788,Gerald Snow,Accessories,Sunglasses,1,3267.28,0,3267.28,26-03-2025,Bengaluru,B2B,81.99
2790,Angela Miller,Jeans,Boyfriend Jeans,3,2675.27,0.41,4735.23,09-11-2024,Delhi,B2B,1960.51
2793,Scott Kent,Accessories,Belts,2,4836.47,0,9672.94,19-03-2025,Ahmedabad,B2C,-608.3
2797,Kaylee Wilkins,Accessories,Belts,1,1257.81,0,1257.81,19-05-2025,Ahmedabad,B2C,2957.6
2803,Benjamin Boyd,T-Shirts,Crop Top,5,4418.75,0,22093.75,13-08-2023,Bengaluru,OTHERS,693.65
2804,Julie Jones,Accessories,Sunglasses,6,4784,0,28704,16-03-2025,Mumbai,B2B,2969.42
2820,Stephanie Johnson,Accessories,Caps,1,2454.71,0.1,2209.24,03-01-2024,Mumbai,B2B,2850.37
2822,Matthew Bates,T-Shirts,Classic Tee,2,3864.37,0,7728.74,09-03-2025,Bengaluru,OTHERS,957.65
2834,Patricia Mcbride,Jackets,Leather Jacket,2,3522.98,0,7045.96,01-11-2024,Delhi,B2C,2242.67
2836,Timothy Brown,Dresses,Bodycon,4,4609.95,0,18439.8,05-06-2024,Bengaluru,B2B,-154.75
2846,Cynthia Johnson,Shoes,Slip-ons,2,2525.04,0.3,3535.06,25-09-2024,Hyderabad,OTHERS,1003.34
2858,Julie Anthony,Jeans,Boyfriend Jeans,1,3270.29,0,3270.29,07-02-2025,Pune,B2C,-539.25
2864,Felicia Saunders,Jackets,Leather Jacket,5,2535.29,0,12676.45,27-07-2024,Bengaluru,OTHERS,-456.39
2868,Mallory Lee DVM,Accessories,Sunglasses,4,1392.21,0,5568.84,15-11-2024,Bengaluru,B2B,758.3
2870,Erin Martin,Jeans,Ripped Denim,2,839.34,0,1678.68,15-10-2024,Pune,B2C,367.87
2873,Jennifer Leblanc,Shoes,Loafers,5,1354.14,0,6770.7,24-03-2025,Ahmedabad,B2B,2535.62
2876,Wesley Jackson,Jeans,Straight Cut,6,3824.82,0.82,4130.81,02-08-2024,Bengaluru,B2C,688.53
2882,Laura Robertson,Accessories,Caps,3,583.53,0,1750.59,13-02-2025,Mumbai,OTHERS,2334.42
2885,Kevin Skinner,T-Shirts,Classic Tee,2,2666.48,0,5332.96,29-04-2025,Pune,B2B,-17.89
2890,Karen Houston,Dresses,Wrap Dress,1,2357.36,0,2357.36,01-05-2024,Pune,OTHERS,468.3
2897,Lisa James,Jackets,Denim Jacket,1,1194.44,0,1194.44,16-06-2025,Delhi,B2B,1048.51
2899,Daniel Reyes,Accessories,Sunglasses,2,3086.59,0,6173.18,26-01-2025,Delhi,B2C,-745.27
2901,Kaitlin Baldwin,Shoes,Sneakers,2,1817.71,0,3635.42,28-04-2025,Mumbai,B2C,391.06
2902,Andrew Brown,Jeans,Boyfriend Jeans,5,3153.37,0,15766.85,28-09-2024,Bengaluru,OTHERS,-594.19
2904,David Walker,T-Shirts,Crop Top,5,1202.73,0,6013.65,03-11-2024,Hyderabad,B2C,658.6
2919,Timothy Peterson,Jeans,Slim Fit Jeans,2,535.62,0,1071.24,27-07-2024,Bengaluru,B2C,-637.47
2926,Zachary Robinson,Dresses,Wrap Dress,4,3263.06,0.16,10963.88,15-11-2024,Mumbai,OTHERS,2428.73
2944,John Blankenship,Dresses,Casual Midi,1,1313.35,0.2,1050.68,06-03-2025,Hyderabad,B2C,-384.05
2948,Daniel Haney,Jeans,Slim Fit Jeans,5,2494.15,0,12470.75,07-02-2025,Delhi,B2B,-901.7
2952,Jennifer Simpson,Shoes,Boots,2,470.68,0.06,884.88,19-11-2024,Ahmedabad,B2B,2812.7
2971,Danielle Archer,Dresses,Bodycon,6,1507.6,0,9045.6,11-02-2025,Delhi,B2C,2280.06
2974,Amy Miller,Accessories,Watches,6,1765.76,0.36,6780.52,21-05-2025,Ahmedabad,B2B,2947
2982,Bailey Keller,T-Shirts,Oversized T-shirt,1,2497.52,0,2497.52,23-11-2023,Ahmedabad,OTHERS,-523.43
2984,Alexander Gonzalez,Shoes,Loafers,4,2062.9,0,8251.6,02-08-2024,Mumbai,B2C,2471.06
2989,Paige Mosley,Shoes,Boots,1,4084.97,0.83,694.44,29-01-2024,Mumbai,B2B,2395.43
3001,Amanda Mclaughlin,Jackets,Denim Jacket,1,1171.57,0,1171.57,05-11-2024,Pune,OTHERS,2541.21
3004,Laurie Martinez,T-Shirts,Crop Top,3,1759.66,0,5278.98,04-04-2025,Mumbai,OTHERS,1133.07
3007,Misty Higgins,Shoes,Loafers,2,3922.01,0,7844.02,10-03-2025,Bengaluru,B2B,2186.58
3022,Jennifer Hancock,Accessories,Belts,3,1695.61,0,5086.83,08-08-2024,Delhi,B2C,297.83
3052,Nathaniel Martin Jr.,Accessories,Belts,1,1290.42,0,1290.42,21-04-2024,Ahmedabad,B2B,-196.63
3059,Douglas Cummings,T-Shirts,Crop Top,2,4949.17,0,9898.34,08-05-2025,Bengaluru,B2B,1267.49
3061,Melissa Mcdonald,T-Shirts,Crop Top,1,1873.39,0.74,487.08,20-12-2024,Hyderabad,B2B,1596.53
3065,Kyle Salinas,T-Shirts,Crop Top,1,873.64,0.17,725.12,20-03-2025,Pune,OTHERS,1107.85
3089,Frank Griffin,Accessories,Belts,2,3153.72,0,6307.44,04-02-2025,Hyderabad,B2B,2686.96
3090,Kenneth Griffith,Dresses,Wrap Dress,2,3033.2,0,6066.4,02-09-2024,Pune,B2B,490.69
3093,Randy Burke,Shoes,Boots,2,1551.41,0.54,1427.3,20-12-2024,Delhi,B2C,763.37
3096,Charles Francis,Shoes,Boots,2,2312.09,0,4624.18,13-06-2025,Bengaluru,OTHERS,508.96
3113,Veronica Goodwin,Shoes,Loafers,4,3256.86,0.77,2996.31,13-09-2024,Bengaluru,B2B,-109.08
3125,Stephanie Cook,Dresses,Casual Midi,5,4264.79,0,21323.95,03-10-2024,Ahmedabad,B2C,2388.91
3133,Catherine Spencer,Jackets,Denim Jacket,1,974.54,0.44,545.74,05-10-2024,Hyderabad,B2B,2655.22
3142,Dale Davis,Dresses,Bodycon,1,4887.36,0,4887.36,29-10-2024,Hyderabad,B2B,-243.32
3152,Brianna Patel,T-Shirts,Graphic Tee,2,2116.65,0.21,3344.31,28-09-2024,Mumbai,OTHERS,385.42
1047,Wendy Sandoval,T-Shirts,Oversized T-shirt,1,3154.48,0,3154.48,28-07-2024,Ahmedabad,B2C,-243.92
3157,Matthew Bryant,Accessories,Caps,6,1768.88,0,10613.28,19-01-2024,Pune,B2B,-750.14
3160,Denise Ashley,Jeans,Ripped Denim,6,4976.81,0,29860.86,17-05-2025,Ahmedabad,B2C,845.06
3168,Christine Young,Jeans,Ripped Denim,1,1845.75,0,1845.75,06-06-2025,Bengaluru,B2B,268.45
3172,Robert Rogers,Shoes,Sneakers,3,4433.35,0,13300.05,28-11-2024,Pune,OTHERS,329.75
3175,Brittany Brown,Jeans,Straight Cut,3,2937.09,0,8811.27,27-03-2024,Pune,B2C,2471.63
3179,Christopher Martin,Jackets,Puffer Coat,1,2057.88,0,2057.88,23-10-2024,Ahmedabad,B2C,932.33
3180,Elizabeth Deleon,Shoes,Boots,5,1981.32,0,9906.6,15-08-2024,Bengaluru,OTHERS,1113.19
3187,Karen Clayton,Dresses,Maxi Dress,6,3998.97,0,23993.82,30-01-2024,Mumbai,B2C,716.49
3192,Brittany Sweeney,Jeans,Straight Cut,2,3568.45,0.37,4496.25,29-07-2023,Delhi,B2C,1683.74
3208,Melissa Davila,Accessories,Watches,4,4280.7,0,17122.8,19-09-2024,Pune,B2B,68.36
3224,Elizabeth Smith,Jeans,Slim Fit Jeans,6,878.95,0.01,5220.96,22-04-2025,Mumbai,OTHERS,2099.52
3239,Mariah Kidd,Jeans,Straight Cut,1,4585.71,0,4585.71,18-05-2025,Ahmedabad,B2B,1277.56
3253,Anita Ramirez,Jackets,Bomber Jacket,5,4429.95,0.35,14397.34,11-03-2025,Hyderabad,OTHERS,-746.94
3255,George Gonzales,Accessories,Watches,6,3904.86,0,23429.16,04-12-2024,Mumbai,B2C,1504.25
1024,William Johnson,Accessories,Watches,2,940.64,0.67,620.82,10-01-2025,Mumbai,B2C,1552.9
3263,Tammy Hatfield,Shoes,Sneakers,6,3121.49,0,18728.94,21-01-2025,Bengaluru,B2B,1156.27
3265,Sandra Patrick,Jackets,Leather Jacket,1,1882.93,0,1882.93,27-06-2025,Bengaluru,B2B,520.85
3267,Cathy Zamora,Dresses,Maxi Dress,1,3965.8,0.48,2062.22,22-10-2024,Bengaluru,B2B,1222.85
3272,Christopher Davis,Shoes,Boots,3,4236.45,0,12709.35,27-08-2024,Mumbai,B2C,-849.83
3274,Nathan Maynard,Dresses,Casual Midi,2,4409.22,0,8818.44,30-08-2024,Delhi,B2C,2886.62
3282,Nicholas Cox,Jeans,Ripped Denim,2,4405.96,0.28,6344.58,24-08-2024,Bengaluru,B2B,503.27
3294,Gregory Mitchell,T-Shirts,Oversized T-shirt,4,1316.9,0.11,4688.16,15-09-2024,Delhi,B2C,2743.65
3298,Christopher Gordon,Accessories,Belts,1,2124.13,0.85,318.62,03-08-2024,Hyderabad,OTHERS,1126.81
3299,Kristen Alexander,Jackets,Leather Jacket,1,4090.34,0.99,40.9,01-06-2025,Mumbai,B2B,1676.64
3301,Holly Lopez,T-Shirts,Graphic Tee,5,2590.44,0,12952.2,10-08-2024,Hyderabad,OTHERS,-613.96
3309,Katrina Pugh,Dresses,Casual Midi,2,3944.46,0,7888.92,02-10-2023,Ahmedabad,B2C,1392.37
3311,Amanda Dixon,Dresses,Maxi Dress,1,3108.69,0,3108.69,06-04-2024,Delhi,OTHERS,2986.53
3312,Sarah Bradley DDS,T-Shirts,Classic Tee,2,4878.81,0,9757.62,02-09-2024,Bengaluru,OTHERS,327.38
3321,Hector Morris,Jackets,Bomber Jacket,5,1804.56,0,9022.8,24-11-2023,Hyderabad,OTHERS,2534.37
3326,Shawn Campbell,Shoes,Boots,2,3047.68,0,6095.36,22-08-2024,Bengaluru,B2C,827.95
3328,Scott Hernandez,Jeans,Boyfriend Jeans,1,4390.32,0,4390.32,17-03-2025,Bengaluru,OTHERS,2785.75
3330,Adrian Cross,Shoes,Loafers,6,2217.95,0,13307.7,18-06-2025,Hyderabad,OTHERS,146.52
1018,Thomas Cole,Dresses,Maxi Dress,1,2847.86,0.7,854.36,09-03-2024,Delhi,B2C,2190.67
3340,Christopher Stone,Shoes,Sneakers,6,3924.28,0.15,20013.83,28-08-2024,Bengaluru,OTHERS,-831.93
3346,Calvin Wright,Shoes,Sneakers,2,1266.23,0.81,481.17,25-12-2024,Ahmedabad,B2B,416.5
3356,Jill Singh,Shoes,Slip-ons,1,966.41,0,966.41,26-07-2024,Bengaluru,B2C,924.69
3366,Mary Smith,Jackets,Leather Jacket,5,636.53,0,3182.65,01-04-2025,Mumbai,B2B,-513.44
3380,Crystal Beasley,Dresses,Bodycon,2,4166.34,0,8332.68,14-10-2024,Hyderabad,B2B,317.31
3384,Justin Melton,Dresses,Wrap Dress,1,2282.76,0.58,958.76,04-11-2024,Bengaluru,OTHERS,1133.68
3396,Connor Meza,Jackets,Leather Jacket,2,3760.09,0,7520.18,12-12-2024,Hyderabad,OTHERS,-871.94
3399,Mary Johnson,Jeans,Ripped Denim,5,3111.73,0,15558.65,11-07-2024,Bengaluru,B2C,800.89
3424,Ryan Barker,Accessories,Watches,5,4754.22,0.82,4278.8,17-05-2025,Hyderabad,B2B,2415.19
3425,Logan Phillips,Jackets,Denim Jacket,2,2942.33,0.16,4943.11,19-02-2024,Pune,OTHERS,977.57
3434,Sean Hensley,Shoes,Loafers,1,636.92,0.51,312.09,08-03-2025,Pune,B2B,2399.61
3439,Jeremiah Reese,Shoes,Slip-ons,2,400.21,0,800.42,23-06-2025,Bengaluru,B2C,914.27
3445,Richard Gutierrez,Accessories,Caps,4,973.52,0,3894.08,10-08-2024,Hyderabad,OTHERS,2406.66
3446,Christopher Phillips,T-Shirts,Crop Top,3,4758.24,0.49,7280.11,17-03-2025,Mumbai,OTHERS,2863.66
3447,Charles Kelly,Jackets,Puffer Coat,4,4762.62,0,19050.48,02-07-2025,Hyderabad,B2B,1483.83
3449,Carrie Mclaughlin,Dresses,Casual Midi,4,803.79,0,3215.16,16-07-2025,Pune,B2C,2948.6
3451,Roger Blake,T-Shirts,Graphic Tee,2,2339.36,0.35,3041.17,19-06-2025,Bengaluru,B2B,-5.05
3454,Amanda Rich,Accessories,Watches,6,1987.62,0,11925.72,31-08-2024,Hyderabad,B2B,1184.77
3487,Kathryn Swanson,T-Shirts,Crop Top,5,1683.74,0.58,3535.85,13-01-2025,Bengaluru,B2C,419.44
3493,Keith Manning,Dresses,Casual Midi,5,2935.56,0,14677.8,21-01-2025,Delhi,OTHERS,-410.86
3498,Angela Adkins,Jeans,Straight Cut,5,3844.19,0,19220.95,24-07-2024,Hyderabad,OTHERS,2967
